Marca,Cor,Vendedor,Produto,Tags,Preço Original,Preço Pix,Preço Parcelado,Quantidade de Parcelas,Produto,Produto_limpo,Produto_sem_stopwords
Santa Lolla,Vinho,Dafiti,Sandália Feminina Santa Lolla Salto Alto Vinho,"Calçados,Calçados Femininos,Tamanco","R$ 199,90","R$ 139,99","R$ 148,93",2x,Sandália Feminina Santa Lolla Salto Alto Vinho,sandalia feminina santa lolla salto alto vinho,sandalia feminina santa lolla salto alto vinho
Santa Lolla,Marrom,Dafiti,Sandália Feminina Santa Lolla Tiras Tran...,"Calçados,Calçados Femininos,Sandálias","R$ 399,90","R$ 179,99","R$ 191,48",3x,Sandália Feminina Santa Lolla Tiras Tran...,sandalia feminina santa lolla tiras tran,sandalia feminina santa lolla tiras tran
VIA UNO,Preto,Dafiti,Sandália Via Uno Tira Hotfix Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,99","R$ 59,99","R$ 63,82",1x,Sandália Via Uno Tira Hotfix Preta,sandalia via uno tira hotfix preta,sandalia via uno tira hotfix preta
Luiza Barcelos,Marrom,Dafiti,Sandália Feminina Luiza Barcelos Salto M...,"Calçados,Calçados Femininos,Tamanco","R$ 599,90","R$ 409,99","R$ 436,16",7x,Sandália Feminina Luiza Barcelos Salto M...,sandalia feminina luiza barcelos salto m,sandalia feminina luiza barcelos salto m
Asics,Preto,Dafiti,Tênis Feminino Asics Gel Excite 11 Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 499,99","R$ 369,99","R$ 393,61",6x,Tênis Feminino Asics Gel Excite 11 Preto,tenis feminino asics gel excite 11 preto,tenis feminino asics gel excite 11 preto
Melissa,Preto,Dafiti,Chinelo Melissa Sun Long Beach Ii Ad Preto,"Calçados,Calçados Femininos,Chinelos","R$ 89,90","R$ 84,50","R$ 89,89",1x,Chinelo Melissa Sun Long Beach Ii Ad Preto,chinelo melissa sun long beach ii ad preto,chinelo melissa sun long beach ii ad preto
Beira Rio,Bege,Dafiti,Sandália Feminina Beira Rio Tiras Cruzadas Bege,"Calçados,Calçados Femininos,Sandálias","R$ 89,90","R$ 64,99","R$ 69,14",1x,Sandália Feminina Beira Rio Tiras Cruzadas Bege,sandalia feminina beira rio tiras cruzadas bege,sandalia feminina beira rio tiras cruzadas bege
Vizzano,Bege,Dafiti,Mule Feminino Vizzano Salto Plataforma Bege,"Calçados,Calçados Femininos,Mocassim","R$ 199,90","R$ 144,99","R$ 154,24",2x,Mule Feminino Vizzano Salto Plataforma Bege,mule feminino vizzano salto plataforma bege,mule feminino vizzano salto plataforma bege
Bottero,Marrom,Dafiti,Bota Feminina Bottero Cano Baixo Salto Fino Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 499,99","R$ 359,99","R$ 382,97",6x,Bota Feminina Bottero Cano Baixo Salto Fino Marrom,bota feminina bottero cano baixo salto fino marrom,bota feminina bottero cano baixo salto fino marrom
Beira Rio,Marrom,Dafiti,Rasteira Feminina Beira Rio Detalhe Meta...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,90","R$ 64,99","R$ 69,14",1x,Rasteira Feminina Beira Rio Detalhe Meta...,rasteira feminina beira rio detalhe meta,rasteira feminina beira rio detalhe meta
Santa Lolla,Preto,Dafiti,Tênis Santa Lolla Liso Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,90","R$ 129,99","R$ 138,29",2x,Tênis Santa Lolla Liso Preto,tenis santa lolla liso preto,tenis santa lolla liso preto
Santa Lolla,Marrom,Dafiti,Bota Feminina Santa Lolla Cano Alto Couro Marrom,"Calçados,Calçados Femininos,Botas,Bota Montaria e Cano Longo","R$ 599,90","R$ 449,99","R$ 478,71",7x,Bota Feminina Santa Lolla Cano Alto Couro Marrom,bota feminina santa lolla cano alto couro marrom,bota feminina santa lolla cano alto couro marrom
Santa Lolla,Marrom,Dafiti,Sapatilha Feminina Santa Lolla Laço Marrom,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 229,90","R$ 169,99","R$ 180,84",3x,Sapatilha Feminina Santa Lolla Laço Marrom,sapatilha feminina santa lolla laco marrom,sapatilha feminina santa lolla laco marrom
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Salto Quadrado Preta,"Calçados,Calçados Femininos,Tamanco","R$ 169,90","R$ 119,99","R$ 127,65",2x,Sandália Feminina Vizzano Salto Quadrado Preta,sandalia feminina vizzano salto quadrado preta,sandalia feminina vizzano salto quadrado preta
Luiza Barcelos,Vermelho,Dafiti,Sandália Feminina Luiza Barcelos Salto A...,"Calçados,Calçados Femininos,Tamanco","R$ 699,90","R$ 199,99","R$ 212,76",3x,Sandália Feminina Luiza Barcelos Salto A...,sandalia feminina luiza barcelos salto a,sandalia feminina luiza barcelos salto
Fila,Preto,Dafiti,Chinelo  Fila Drifter Foam Preto,"Calçados,Calçados Femininos,Chinelos","R$ 149,99","R$ 79,99","R$ 85,10",1x,Chinelo  Fila Drifter Foam Preto,chinelo fila drifter foam preto,chinelo fila drifter foam preto
Colcci,Preto,Dafiti,Rasteira Feminina Colcci Tiras Cruzadas ...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 249,99","R$ 139,99","R$ 148,93",2x,Rasteira Feminina Colcci Tiras Cruzadas ...,rasteira feminina colcci tiras cruzadas,rasteira feminina colcci tiras cruzadas
Santa Lolla,Nude,Dafiti,Sapatilha Feminina Santa Lolla Vazado Nude,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 249,90","R$ 179,99","R$ 191,48",3x,Sapatilha Feminina Santa Lolla Vazado Nude,sapatilha feminina santa lolla vazado nude,sapatilha feminina santa lolla vazado nude
Santa Lolla,Marrom,Dafiti,Sandália Feminina Santa Lolla Salto Anab...,"Calçados,Calçados Femininos,Sandálias","R$ 259,99","R$ 179,99","R$ 191,48",3x,Sandália Feminina Santa Lolla Salto Anab...,sandalia feminina santa lolla salto anab,sandalia feminina santa lolla salto anab
Jorge Bischoff,Preto,Dafiti,Mocassim Feminino Jorge Bischoff Couro Preto,"Calçados,Calçados Femininos,Mocassim","R$ 499,00","R$ 279,99","R$ 297,86",4x,Mocassim Feminino Jorge Bischoff Couro Preto,mocassim feminino jorge bischoff couro preto,mocassim feminino jorge bischoff couro preto
Vizzano,Marrom,Dafiti,Sandália Feminina Vizzano Spikes Marrom,"Calçados,Calçados Femininos,Sandálias","R$ 189,90","R$ 129,99","R$ 138,29",2x,Sandália Feminina Vizzano Spikes Marrom,sandalia feminina vizzano spikes marrom,sandalia feminina vizzano spikes marrom
Santa Lolla,Preto,Dafiti,Rasteira Santa Lolla Tachas Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 229,90","R$ 119,99","R$ 127,65",2x,Rasteira Santa Lolla Tachas Preta,rasteira santa lolla tachas preta,rasteira santa lolla tachas preta
Vizzano,Preto,Dafiti,Bota Feminina Vizzano Cano Baixo Pedraria Preta,"Calçados,Calçados Femininos,Botas,Coturno e Biker","R$ 229,99","R$ 149,99","R$ 159,56",2x,Bota Feminina Vizzano Cano Baixo Pedraria Preta,bota feminina vizzano cano baixo pedraria preta,bota feminina vizzano cano baixo pedraria preta
Arezzo,Verde,Dafiti,Sandália Feminina Arezzo Salto Alto Tiras Verde,"Calçados,Calçados Femininos,Sandálias","R$ 439,90","R$ 413,50","R$ 439,89",7x,Sandália Feminina Arezzo Salto Alto Tiras Verde,sandalia feminina arezzo salto alto tiras verde,sandalia feminina arezzo salto alto tiras verde
Luiza Barcelos,Caramelo,Dafiti,Scarpin Feminino Luiza Barcelos Couro Caramelo,"Calçados,Calçados Femininos,Scarpin","R$ 699,90",,"R$ 699,90",10x,Scarpin Feminino Luiza Barcelos Couro Caramelo,scarpin feminino luiza barcelos couro caramelo,scarpin feminino luiza barcelos couro caramelo
Beira Rio,Marrom,Dafiti,Bota Feminina Beira Rio Cano Baixo Salto...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 249,99","R$ 159,99","R$ 170,20",2x,Bota Feminina Beira Rio Cano Baixo Salto...,bota feminina beira rio cano baixo salto,bota feminina beira rio cano baixo salto
Bottero,Preto,Dafiti,Sapatilha Feminina Bottero Detalhe Metálico Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 219,99","R$ 159,99","R$ 170,20",2x,Sapatilha Feminina Bottero Detalhe Metálico Preta,sapatilha feminina bottero detalhe metalico preta,sapatilha feminina bottero detalhe metalico preta
Santa Lolla,Bordô,Dafiti,Sapatilha Feminina Santa Lolla Laço Bordô,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 229,90","R$ 169,99","R$ 180,84",3x,Sapatilha Feminina Santa Lolla Laço Bordô,sapatilha feminina santa lolla laco bordo,sapatilha feminina santa lolla laco bordo
Loucos e Santos,Preto,Dafiti,Bota Loucos E Santos Cano Curto Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 599,00","R$ 199,99","R$ 212,76",3x,Bota Loucos E Santos Cano Curto Preta,bota loucos e santos cano curto preta,bota loucos santos cano curto preta
VIA UNO,Preto,Dafiti,Sandália Feminina Via Uno Baixa Pedraria Preta,"Calçados,Calçados Femininos,Sandálias","R$ 159,99","R$ 89,99","R$ 95,73",1x,Sandália Feminina Via Uno Baixa Pedraria Preta,sandalia feminina via uno baixa pedraria preta,sandalia feminina via uno baixa pedraria preta
Luiza Barcelos,Dourado,Dafiti,Sapatilha Feminina Luiza Barcelos Trança...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 999,90","R$ 629,99","R$ 670,20",10x,Sapatilha Feminina Luiza Barcelos Trança...,sapatilha feminina luiza barcelos tranca,sapatilha feminina luiza barcelos tranca
DAFITI SHOES,Prata,Dafiti,Rasteira Papete Toalha da Mamma Prata Da...,"Calçados,Calçados Femininos,Papete","R$ 419,99","R$ 259,99","R$ 276,59",4x,Rasteira Papete Toalha da Mamma Prata Da...,rasteira papete toalha da mamma prata da,rasteira papete toalha mamma prata
Ramarim,Bege,Dafiti,Sandália Ramarim Lisa Bege,"Calçados,Calçados Femininos,Sandálias,Sandália Plataforma","R$ 189,97","R$ 89,99","R$ 95,73",1x,Sandália Ramarim Lisa Bege,sandalia ramarim lisa bege,sandalia ramarim lisa bege
Melissa,Preto,Dafiti,Rasteira Feminina Melissa Logo Preta,"Calçados,Calçados Femininos,Chinelos,Rasteirinhas","R$ 119,90","R$ 112,70","R$ 119,89",2x,Rasteira Feminina Melissa Logo Preta,rasteira feminina melissa logo preta,rasteira feminina melissa logo preta
Capodarte,Dourado,Dafiti,Sandália Baixa Feminina Capodarte Tiras ...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 650,00","R$ 309,99","R$ 329,78",5x,Sandália Baixa Feminina Capodarte Tiras ...,sandalia baixa feminina capodarte tiras,sandalia baixa feminina capodarte tiras
Vizzano,Off-white,Dafiti,Mocassim Feminino Vizzano Laço Detalhe Off-White,"Calçados,Calçados Femininos,Mocassim","R$ 139,90","R$ 69,99","R$ 74,46",1x,Mocassim Feminino Vizzano Laço Detalhe Off-White,mocassim feminino vizzano laco detalhe off white,mocassim feminino vizzano laco detalhe off white
Santa Lolla,Rosa,Dafiti,Tênis Feminino Santa Lolla Bico Redondo Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,90","R$ 179,99","R$ 191,48",3x,Tênis Feminino Santa Lolla Bico Redondo Rosa,tenis feminino santa lolla bico redondo rosa,tenis feminino santa lolla bico redondo rosa
Jorge Bischoff,Nude,Dafiti,Sapatilha Feminina Jorge Bischoff Textur...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 499,00","R$ 239,99","R$ 255,31",4x,Sapatilha Feminina Jorge Bischoff Textur...,sapatilha feminina jorge bischoff textur,sapatilha feminina jorge bischoff textur
Beira Rio,Caramelo,Dafiti,Sandália Alta Feminino Beira Rio Salto B...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,99","R$ 119,99","R$ 127,65",2x,Sandália Alta Feminino Beira Rio Salto B...,sandalia alta feminino beira rio salto b,sandalia alta feminino beira rio salto b
Arezzo,Preto,Dafiti,Bota Feminina Arezzo Cano Baixo Salto Qu...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 399,90","R$ 375,90","R$ 399,89",6x,Bota Feminina Arezzo Cano Baixo Salto Qu...,bota feminina arezzo cano baixo salto qu,bota feminina arezzo cano baixo salto qu
Luiza Barcelos,Café,Dafiti,Bota Luiza Barcelos Cano Baixo Salto Grosso Café,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 599,90","R$ 563,90","R$ 599,89",10x,Bota Luiza Barcelos Cano Baixo Salto Grosso Café,bota luiza barcelos cano baixo salto grosso cafe,bota luiza barcelos cano baixo salto grosso cafe
Beira Rio,Preto,Dafiti,Sandália Feminina Beira Rio Tiras Cruzadas Preta,"Calçados,Calçados Femininos,Sandálias","R$ 149,90","R$ 79,99","R$ 85,10",1x,Sandália Feminina Beira Rio Tiras Cruzadas Preta,sandalia feminina beira rio tiras cruzadas preta,sandalia feminina beira rio tiras cruzadas preta
Beira Rio,Preto,Dafiti,Rasteira Flatform Beira Rio Aplicação Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 169,99","R$ 89,99","R$ 95,73",1x,Rasteira Flatform Beira Rio Aplicação Preta,rasteira flatform beira rio aplicacao preta,rasteira flatform beira rio aplicacao preta
Bottero,Preto,Dafiti,Sapatilha Feminina Bottero Couro Vazado Preta,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 309,99","R$ 219,99","R$ 234,03",3x,Sapatilha Feminina Bottero Couro Vazado Preta,sapatilha feminina bottero couro vazado preta,sapatilha feminina bottero couro vazado preta
Vizzano,Branco,Dafiti,Sandália Feminina Vizzano Bloco Aplicaçõ...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 169,99","R$ 109,99","R$ 117,01",1x,Sandália Feminina Vizzano Bloco Aplicaçõ...,sandalia feminina vizzano bloco aplicaco,sandalia feminina vizzano bloco aplicaco
Arezzo,Caramelo,Dafiti,Mocassim Arezzo Detalhe Metálico Caramelo,"Calçados,Calçados Femininos,Mocassim","R$ 399,99","R$ 375,99","R$ 399,99",6x,Mocassim Arezzo Detalhe Metálico Caramelo,mocassim arezzo detalhe metalico caramelo,mocassim arezzo detalhe metalico caramelo
VIA UNO,Marrom,Dafiti,Sandália Feminina Via Uno Salto Médio Marrom,"Calçados,Calçados Femininos,Sandálias","R$ 129,99","R$ 99,99","R$ 106,37",1x,Sandália Feminina Via Uno Salto Médio Marrom,sandalia feminina via uno salto medio marrom,sandalia feminina via uno salto medio marrom
Loucos e Santos,Marrom,Dafiti,Rasteira Feminina Loucos e Santos Tachas Marrom,"Calçados,Calçados Femininos,Sandálias,Chinelos,Rasteirinhas","R$ 349,00","R$ 179,99","R$ 191,48",3x,Rasteira Feminina Loucos e Santos Tachas Marrom,rasteira feminina loucos e santos tachas marrom,rasteira feminina loucos santos tachas marrom
VIA UNO,Marrom,Dafiti,Rasteira Feminina VIA UNO Esferas Decora...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 149,99","R$ 79,99","R$ 85,10",1x,Rasteira Feminina VIA UNO Esferas Decora...,rasteira feminina via uno esferas decora,rasteira feminina via uno esferas decora
Vizzano,Prata,Dafiti,Rasteira Feminina Vizzano Fechada Flores...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 129,90","R$ 89,99","R$ 95,73",1x,Rasteira Feminina Vizzano Fechada Flores...,rasteira feminina vizzano fechada flores,rasteira feminina vizzano fechada flores
Arezzo,Marrom,Dafiti,Sandália Feminina Arezzo Bico Quadrado Marrom,"Calçados,Calçados Femininos,Tamanco","R$ 399,90","R$ 375,90","R$ 399,89",6x,Sandália Feminina Arezzo Bico Quadrado Marrom,sandalia feminina arezzo bico quadrado marrom,sandalia feminina arezzo bico quadrado marrom
Modare,Preto,Dafiti,Sandália Feminina Modare Tiras Detalhe Preta,"Calçados,Calçados Femininos,Sandálias","R$ 109,90","R$ 84,99","R$ 90,41",1x,Sandália Feminina Modare Tiras Detalhe Preta,sandalia feminina modare tiras detalhe preta,sandalia feminina modare tiras detalhe preta
Lança Perfume,Vinho,Dafiti,Sandália Feminina Lança Perfume Couro Sa...,"Calçados,Calçados Femininos,Sandálias","R$ 593,00","R$ 379,99","R$ 404,24",6x,Sandália Feminina Lança Perfume Couro Sa...,sandalia feminina lanca perfume couro sa,sandalia feminina lanca perfume couro sa
Moleca,Cinza,Dafiti,Rasteira Flat Moleca Tiras Metalizadas Grafite,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,99","R$ 54,99","R$ 58,50",1x,Rasteira Flat Moleca Tiras Metalizadas Grafite,rasteira flat moleca tiras metalizadas grafite,rasteira flat moleca tiras metalizadas grafite
Arezzo,Dourado,Dafiti,Sandália Arezzo Salto Bloco Metalizada Platino,"Calçados,Calçados Femininos,Sandálias","R$ 379,99","R$ 357,19","R$ 379,99",6x,Sandália Arezzo Salto Bloco Metalizada Platino,sandalia arezzo salto bloco metalizada platino,sandalia arezzo salto bloco metalizada platino
Beira Rio,Verde,Dafiti,Sandália Feminina Beira Rio Salto Médio Verde,"Calçados,Calçados Femininos,Tamanco","R$ 129,90","R$ 89,99","R$ 95,73",1x,Sandália Feminina Beira Rio Salto Médio Verde,sandalia feminina beira rio salto medio verde,sandalia feminina beira rio salto medio verde
Moleca,Bege,Dafiti,Sapatilha Feminina Moleca Bico Fino Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 59,90","R$ 39,99","R$ 42,54",1x,Sapatilha Feminina Moleca Bico Fino Bege,sapatilha feminina moleca bico fino bege,sapatilha feminina moleca bico fino bege
Moleca,Off-white,Dafiti,Sandália Baixa Moleca Tiras Brilhosas Off-White,"Calçados,Calçados Femininos,Sandálias","R$ 119,90","R$ 59,99","R$ 63,82",1x,Sandália Baixa Moleca Tiras Brilhosas Off-White,sandalia baixa moleca tiras brilhosas off white,sandalia baixa moleca tiras brilhosas off white
Moleca,Off-white,Dafiti,Rasteira Slide Moleca Hotfix Off-White,"Calçados,Calçados Femininos,Papete","R$ 109,90","R$ 54,99","R$ 58,50",1x,Rasteira Slide Moleca Hotfix Off-White,rasteira slide moleca hotfix off white,rasteira slide moleca hotfix off white
Mooncity,Café,Dafiti,Bota Anabela Mooncity Cano Baixo Fivela Café,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 169,99","R$ 129,99","R$ 138,29",2x,Bota Anabela Mooncity Cano Baixo Fivela Café,bota anabela mooncity cano baixo fivela cafe,bota anabela mooncity cano baixo fivela cafe
Beira Rio,Caramelo,Dafiti,Sandália Feminina Beira Rio Espadrille Caramelo,"Calçados,Calçados Femininos,Rasteirinhas","R$ 139,99","R$ 89,99","R$ 95,73",1x,Sandália Feminina Beira Rio Espadrille Caramelo,sandalia feminina beira rio espadrille caramelo,sandalia feminina beira rio espadrille caramelo
FARM,Verde,Dafiti,Rasteira Feminina FARM Estampa Tropical Verde,"Calçados,Calçados Femininos,Rasteirinhas","R$ 299,99","R$ 139,99","R$ 148,93",2x,Rasteira Feminina FARM Estampa Tropical Verde,rasteira feminina farm estampa tropical verde,rasteira feminina farm estampa tropical verde
Vizzano,Caramelo,Dafiti,Tamanco Vizzano Aplicação Caramelo,"Calçados,Calçados Femininos,Tamanco","R$ 159,90","R$ 79,99","R$ 85,10",1x,Tamanco Vizzano Aplicação Caramelo,tamanco vizzano aplicacao caramelo,tamanco vizzano aplicacao caramelo
VIA UNO,Marrom,Dafiti,Rasteira Feminina Via Uno Slide Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,99","R$ 69,99","R$ 74,46",1x,Rasteira Feminina Via Uno Slide Marrom,rasteira feminina via uno slide marrom,rasteira feminina via uno slide marrom
Bottero,Preto,Dafiti,Bota Bottero Camurça Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 429,99","R$ 199,99","R$ 212,76",3x,Bota Bottero Camurça Preta,bota bottero camurca preta,bota bottero camurca preta
Vizzano,Off-white,Dafiti,Sandália Feminina Vizzano Salto Bloco Ta...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 219,99","R$ 139,99","R$ 148,93",2x,Sandália Feminina Vizzano Salto Bloco Ta...,sandalia feminina vizzano salto bloco ta,sandalia feminina vizzano salto bloco ta
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Tiras Pedrarias Preta,"Calçados,Calçados Femininos,Sandálias","R$ 139,90","R$ 79,99","R$ 85,10",1x,Sandália Feminina Vizzano Tiras Pedrarias Preta,sandalia feminina vizzano tiras pedrarias preta,sandalia feminina vizzano tiras pedrarias preta
Santa Lolla,Vermelho,Dafiti,Sapatilha Santa Lolla Tachas Metalizadas Vermelha,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 399,90","R$ 249,99","R$ 265,95",4x,Sapatilha Santa Lolla Tachas Metalizadas Vermelha,sapatilha santa lolla tachas metalizadas vermelha,sapatilha santa lolla tachas metalizadas vermelha
Anacapri,Preto,Dafiti,Scarpin Mule ANACAPRI Bridão Preto,"Calçados,Calçados Femininos,Scarpin","R$ 259,90","R$ 139,99","R$ 148,93",2x,Scarpin Mule ANACAPRI Bridão Preto,scarpin mule anacapri bridao preto,scarpin mule anacapri bridao preto
Bebecê,Nude,Dafiti,Sapatilha Feminina Bepecê Texturizada Nude,"Calçados,Calçados Femininos,Mocassim","R$ 89,99","R$ 64,99","R$ 69,14",1x,Sapatilha Feminina Bepecê Texturizada Nude,sapatilha feminina bepece texturizada nude,sapatilha feminina bepece texturizada nude
